lamda=855.000000 nm
2, 1, 3, 5008.135860, 10932082.049139, 1.487593, 0.935667, 0.000000, 0.000006,0.000000,10174.399610,49245.375588,112877.397814,200318.147223,310140.440690,440530.395383,589346.576562,754167.585292,932341.870986,1121040.801374,1317314.171320,1518146.931846,1720515.829079,1921444.654144,2118056.870777,2307624.491553,2487612.208113,2655715.939101,2809895.135578,2948398.371057,3069781.935839,3172921.346746,3257015.867837,3321586.310048,3366466.533187,3391789.208577,3397966.512053,3385666.502902,3355786.003840,3309420.830142,3247834.223392,3172424.328774,3084691.516436,2986206.290352,2878578.455302,2763428.127726,2642359.082823,2516934.832025,2388657.725239,2258951.274309,2129145.800776,2000467.424795,1874030.334857,1750832.211515,1631752.623590,1517554.173072,1408886.135389,1306290.324800,1210208.910067,1120993.912602,
lamda=854.980000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.706645, 10983109.771554, 1.494519, 0.998760, 0.000000, 0.000009,6744960.822080,6732186.754446,6702683.127516,6654855.296552,6588865.435384,6505185.225756,6404473.110441,6287538.179272,6155320.000668,6008872.120716,5849346.188989,5677975.881744,5496060.473442,5304948.154560,5106019.292092,4900669.867334,4690295.335087,4476275.142189,4259958.127099,4042648.999343,3825596.069982,3609980.373299,3396906.286965,3187393.724022,2982371.936187,2782674.935071,2589038.506703,2402098.766034,2222392.172284,2050356.903712,1886335.471773,1730578.440035,1583249.102629,1444428.970402,1314123.910168,1192270.783298,1078744.434029,973364.884872,875904.606109,786095.737894,703637.156745,628201.292480,559440.616812,496993.740118,440491.068310,389559.986696,343829.552137,302934.688401,266519.892301,234242.469893,205775.332754,
0, 2, 3, 5006.425771, 10932755.737347, 1.487667, 0.893166, 0.000000, 0.000003,-6407433.697956,-6371851.188635,-6289334.877174,-6156224.159684,-5973675.529536,-5743968.203070,-5470130.085998,-5155802.995173,-4805147.691970,-4422755.080509,-4013556.192799,-3582729.905350,-3135609.280255,-2677588.107195,-2214029.447119,-1750177.995878,-1291077.989939,-841498.207471,-405865.398976,11792.772339,407894.476904,779339.636434,1123534.787124,1438406.944477,1722406.791594,1974501.755131,2194159.746181,2381324.522371,2536383.769311,2660131.102301,2753723.252585,2818633.727313,2856604.220808,2869595.009951,2859735.492345,2829275.927140,2780541.319911,2715888.260116,2637665.377622,2548177.938751,2449656.956943,2344233.052909,2233915.167721,2120574.112845,2005930.836226,1891549.194863,1778832.953209,1669026.673688,1563220.130722,1462355.862540,1367239.474978,
1, 1, 2, 5010.258108, 10957412.402746, 1.491022, 0.988427, 0.000000, 0.000006,0.000000,356588.818104,709792.817116,1056895.082025,1395054.390598,1721535.068873,2033754.761733,2329322.975797,2606073.389936,2862090.953116,3095733.843232,3305650.167296,3490789.293099,3650407.779169,3784069.969988,3891643.429317,3973289.487655,4029449.274901,4060825.692935,4068361.852474,4053216.552673,4016737.419535,3960432.339872,3885939.831609,3794998.979308,3689419.537141,3571052.761679,3441763.485716,3303403.883966,3157789.314129,3006676.544858,2851744.607767,2694578.436115,2536655.380145,2379334.620087,2223849.434174,2071302.221902,1922662.133246,1778765.113241,1640316.138738,1507893.400254,1381954.166575,1262842.062737,1150795.492660,1045956.945304,948382.936951,858054.361269,774887.042195,698742.311607,629437.463373,566755.966986,
2, 1, 3, 5008.140296, 10932212.513040, 1.487593, 0.935675, 0.000000, 0.000003,0.000000,10174.759204,49247.295289,112881.708603,200325.635632,310151.778633,440546.127893,589367.113395,754193.195840,932372.682470,1121076.800283,1317355.207990,1518192.728000,1720565.988064,1921498.673536,2118114.156976,2307684.375937,2487673.964292,2655778.800808,2809958.314719,2948461.075466,3069843.386317,3172980.792979,3257072.602865,3321639.683005,3366515.960067,3391834.180900,3398006.603313,3385701.372795,3355815.400290,3309444.589224,3247852.267301,3172436.662016,3084698.220461,2986207.516877,2878574.418581,2763419.096025,2642345.369378,2516916.785725,2388635.721282,2258925.705037,2129117.066901,2000435.927149,1873996.466826,1750796.352238,1631715.131999,1517515.382807,1408846.350596,1306249.816805,1210167.914873,1120952.629162,
lamda=854.970000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.711170, 10983239.448121, 1.494519, 0.998760, 0.000000, 0.000009,6744950.170211,6732171.046715,6702673.129724,6654849.932238,6588863.976179,6505187.058853,6404477.679607,6287544.965656,6155328.516597,6008881.908563,5849356.822120,5677986.966266,5496071.650092,5304959.100398,5106029.721807,4900679.534053,4690304.030647,4476282.696838,4259964.408655,4042653.911833,3825599.551810,3609982.394997,3396906.848595,3187392.852297,2982369.681392,2782671.367837,2589033.714731,2402092.850812,2222385.245882,2050349.085694,1886326.886281,1730569.213089,1583239.359673,1444418.834116,1314113.498571,1192260.208148,1078733.799508,973354.286575,875894.130297,786085.461024,703627.145225,628191.602658,559431.295142,496984.823504,440482.584580,389551.955189,343821.984379,302927.588836,266513.259068,234236.295618,205769.605344,
0, 2, 3, 5006.430244, 10932884.781604, 1.487667, 0.893169, 0.000000, 0.000006,-6407381.808765,-6371781.608661,-6289287.075195,-6156194.767225,-5973662.290608,-5743969.146892,-5470143.330361,-5155826.694681,-4805180.033591,-4422794.297240,-4013600.584257,-3582777.860159,-3135659.297554,-2677638.815701,-2214079.620843,-1750226.565953,-1291124.052318,-841541.026429,-405904.406553,11757.980704,407864.150182,779313.878814,1123513.571310,1438390.126926,1722394.129139,1974492.922430,2194154.353449,2381322.132917,2536383.916406,2660133.305004,2753727.030204,2818638.612242,2856609.769569,2869600.812328,2859741.178572,2829281.173162,2780545.850795,2715891.851735,2637667.856775,2548179.181901,2449656.887791,2344231.639022,2233912.416429,2120570.066643,2005925.567873,1891542.802385,1778825.554974,1669018.403713,1563211.134340,1462346.292544,1367229.488330,
1, 1, 2, 5010.262614, 10957541.756623, 1.491022, 0.988428, 0.000000, 0.000009,0.000000,356588.985692,709791.016109,1056893.265116,1395053.030407,1721534.558417,2033755.412773,2329325.019009,2606076.976813,2862096.159462,3095740.674095,3305658.563148,3490799.137046,3650418.904976,3784082.170661,3891656.466025,3973303.098724,4029463.184690,4060839.620352,4068375.518968,4053229.689528,4016749.774341,3960443.682070,3885949.957036,3795007.713718,3689426.738680,3571058.322348,3441767.331865,3303405.975885,3157789.644835,3006675.138174,2851741.515800,2694573.736270,2536649.171777,2379327.020921,2223840.576608,2071292.249291,1922651.196274,1778753.366453,1640303.737320,1507880.497101,1381940.909701,1262828.593054,1150781.942149,1045943.435570,948369.578175,858041.251529,774874.267146,698729.944484,629425.565300,566744.587550,
2, 1, 3, 5008.144763, 10932341.550475, 1.487593, 0.935677, 0.000000, 0.000008,0.000000,10174.782399,49247.119176,112881.414038,200325.294409,310151.512443,440546.095657,589367.498286,754194.192522,932374.484960,1121079.590797,1317359.147071,1518197.946171,1720572.579181,1921506.689971,2118123.606650,2307695.221213,2487686.122624,2655792.147034,2809972.684798,2948476.271462,3069859.182366,3172996.941988,3257088.843672,3321655.747720,3366531.581367,3391849.099011,3398020.572496,3385714.167138,3355826.818691,3309454.459437,3247860.449002,3172443.048843,3084702.741056,2986210.134956,2878575.132113,2763417.935602,2642342.395896,2516912.087496,2388629.410708,2258917.914984,2129107.946895,2000425.639546,1873985.183038,1750784.249156,1631702.388684,1517502.177537,1408832.858334,1306236.207132,1210154.350436,1120939.264645,
lamda=854.960000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.715077, 10983371.986909, 1.494520, 0.998761, 0.000000, 0.000004,6745412.962060,6732672.851289,6703123.530967,6655254.661498,6589226.002529,6505508.549147,6404760.523868,6287790.970459,6155539.486925,6009059.683064,5849503.285839,5678104.051308,5496161.329372,5305023.377283,5106070.617346,4900699.072887,4690304.226357,4476265.537302,4259931.841837,4042607.832343,3825541.788490,3609914.699744,3396830.886560,3187310.193572,2982281.794239,2782579.613499,2588939.343793,2401997.001091,2222288.941771,2050253.238863,1886232.297647,1730476.575904,1583149.263618,1444331.770246,1314029.864965,1192180.316123,1078657.880251,973282.498049,875826.564301,786022.150272,703568.070346,628136.699013,559380.459375,496937.919748,440439.450272,389512.406438,343785.820852,302894.598148,266483.220649,234208.984071,205744.793276,
0, 2, 3, 5006.434717, 10933013.828914, 1.487667, 0.893172, 0.000000, 0.000009,-6407329.915262,-6371712.023843,-6289239.269058,-6156165.371242,-5973649.048777,-5743970.088417,-5470156.573006,-5155850.393017,-4805212.374545,-4422833.513757,-4013644.975897,-3582825.815489,-3135709.315649,-2677689.525218,-2214129.795732,-1750275.137294,-1291170.116011,-841583.846702,-405943.415407,11723.187861,407833.822347,779288.120197,1123492.354626,1438373.308638,1722381.466080,1974484.089252,2194148.960362,2381319.743217,2536384.063350,2660135.507637,2753730.807818,2818643.497213,2856615.318405,2869606.614799,2859746.864898,2829286.419276,2780550.381755,2715895.443408,2637670.335952,2548180.425043,2449656.818597,2344230.225057,2233909.665026,2120566.020298,2005920.299350,1891536.409714,1778818.156527,1669010.133511,1563202.137722,1462336.722308,1367219.501442,
1, 1, 2, 5010.266840, 10957672.543138, 1.491023, 0.988429, 0.000000, 0.000005,0.000000,356599.304332,709814.274367,1056926.532793,1395095.168068,1721584.379407,2033811.698675,2329386.535692,2606142.490622,2862164.453210,3095810.562517,3305728.907530,3490868.858734,3650486.997544,3784147.710519,3891718.621302,3973361.136323,4029516.475412,4060887.642088,4068417.857951,4053266.039722,4016779.935055,3960467.553931,3885967.536494,3795019.086253,3689432.070940,3571057.853423,3441761.363925,3303394.864410,3157773.788659,3006654.969539,2851717.490636,2694546.324851,2536618.849921,2379294.261858,2223805.843610,2071255.989159,1922613.833702,1778715.299332,1640265.332946,1507842.089298,1381902.796799,1262791.036686,1150745.166782,1045907.628709,948334.891142,858007.800736,774842.135767,698699.184443,629396.199472,566716.612106,
2, 1, 3, 5008.149199, 10932472.020537, 1.487594, 0.935685, 0.000000, 0.000005,0.000000,10175.141994,49249.038879,112885.724831,200332.782827,310162.850398,440561.828180,589388.035129,754219.803067,932405.296417,1121115.589641,1317400.183621,1518243.742130,1720622.737874,1921560.708950,2118180.892294,2307755.104874,2487747.877891,2655855.007621,2810035.862593,2948538.974288,3069920.631013,3173056.386139,3257145.576369,3321709.118104,3366581.005445,3391894.068320,3398060.660553,3385749.033666,3355856.211645,3309478.214927,3247878.489261,3172455.378413,3084709.441428,2986211.357887,2878571.091894,2763408.900536,2642328.679253,2516894.038197,2388607.403977,2258892.343187,2129079.210764,2000394.139927,1873951.313328,1750748.388501,1631664.896015,1517463.386492,1408793.073052,1306195.698931,1210113.355303,1120897.981518,
lamda=854.950000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.719602, 10983501.669658, 1.494520, 0.998761, 0.000000, 0.000004,6745402.315371,6732657.148940,6703113.538230,6655249.301898,6589224.547668,6505510.386190,6404765.096559,6287797.759928,6155548.005490,6009069.473093,5849513.920703,5678115.137123,5496172.506889,5305034.323582,5106081.047142,4900708.739336,4690312.921326,4476273.091075,4259938.122267,4042612.743495,3825545.268804,3609916.719789,3396831.446433,3187309.320021,2982279.537581,2782576.044396,2588934.549970,2401991.084064,2222282.013629,2050245.419189,1886223.710598,1730467.347512,1583139.519334,1444321.632757,1314019.452295,1192169.740029,1078647.244915,973271.899062,875816.087920,786011.872947,703558.058480,628127.008944,559371.137549,496929.003060,440430.966540,389504.374993,343778.253210,302887.498747,266476.587619,234202.810028,205739.066122,
0, 2, 3, 5006.439565, 10933145.738460, 1.487668, 0.893197, 0.000000, 0.000002,-6407705.803934,-6372129.051460,-6289594.797941,-6156463.534601,-5973891.383349,-5744157.726591,-5470290.822781,-5155932.939142,-4805245.347292,-4422819.498269,-4013586.989644,-3582727.266415,-3135573.947794,-2677521.356137,-2213933.048815,-1750054.171487,-1290929.355041,-841327.709634,-405676.250156,11997.166694,408110.590121,779563.892400,1123763.629843,1438636.903793,1722634.543660,1974724.176434,2194373.960163,2381527.937964,2536574.110933,2660306.431143,2753881.979269,2818774.616191,2856726.386425,2869697.906318,2859818.895839,2829339.913947,2780586.238979,2715914.702642,2637674.144089,2548170.004498,2449633.437206,2344195.168191,2233864.210252,2120511.414802,2005857.740240,1891467.027256,1778743.000262,1668930.161144,1563118.206611,1462249.583332,1367129.794979,
1, 1, 2, 5010.271066, 10957803.332751, 1.491023, 0.988431, 0.000000, 0.000001,0.000000,356609.623286,709837.533463,1056959.801607,1395137.307087,1721634.201900,2033867.986157,2329448.053967,2606208.005977,2862232.748404,3095880.452242,3305799.253030,3490938.581326,3650555.090776,3784213.250783,3891780.776721,3973419.173795,4029569.765743,4060935.663177,4068460.196045,4053302.388806,4016810.094460,3960491.424311,3885985.114325,3795030.457047,3689437.401376,3571057.382621,3441755.394085,3303383.751042,3157757.930623,3006634.799104,2851693.463754,2694518.911816,2536588.526569,2379261.501432,2223771.109395,2071219.727961,1922576.470223,1778677.231463,1640226.927985,1507803.681064,1381864.683619,1262753.480186,1150708.391422,1045871.821983,948300.204362,857974.350304,774810.004848,698668.424949,629366.834265,566688.637348,
2, 1, 3, 5008.153636, 10932602.493688, 1.487594, 0.935692, 0.000000, 0.000001,0.000000,10175.501613,49250.958726,112890.035943,200340.271781,310174.189138,440577.561758,589408.573300,754245.415210,932436.109722,1121151.590553,1317441.222421,1518289.540474,1720672.899036,1921614.730426,2118238.180402,2307814.990909,2487809.635384,2655917.870229,2810099.042154,2948601.678577,3069982.080783,3173115.831039,3257202.309419,3321762.488427,3366630.429042,3391939.036727,3398100.747299,3385783.898490,3355885.602525,3309501.968003,3247896.526798,3172467.704997,3084716.138589,2986212.577428,2878567.048151,2763399.861860,2642314.958959,2516875.985249,2388585.393643,2258866.767876,2129050.471241,2000362.637074,1873917.440573,1750712.525016,1631627.400758,1517424.593119,1408753.285723,1306155.188977,1210072.358729,1120856.697270,
lamda=854.940000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.724127, 10983631.355481, 1.494520, 0.998761, 0.000000, 0.000005,6745391.667751,6732641.445461,6703103.544594,6655243.941593,6589223.092271,6505512.222847,6404769.668993,6287804.549251,6155556.524003,6009079.263147,5849524.555652,5678126.223067,5496183.684566,5305045.270060,5106091.477121,4900718.405965,4690321.616463,4476280.644996,4259944.402820,4042617.654740,3825548.749179,3609918.739861,3396832.006300,3187308.446433,2982277.280854,2782572.475194,2588929.756025,2401985.166891,2222275.085324,2050237.599338,1886215.123361,1730458.118925,1583129.774854,1444311.495073,1314009.039434,1192159.163750,1078636.609404,973261.299911,875805.611389,786001.595486,703548.046493,628117.318768,559361.815632,496920.086296,440422.482747,389496.343501,343770.685535,302880.399323,266469.954577,234196.635984,205733.338975,
0, 2, 3, 5006.444038, 10933274.791914, 1.487668, 0.893199, 0.000000, 0.000005,-6407653.913386,-6372059.468381,-6289546.994914,-6156434.142763,-5973878.146429,-5744158.673553,-5470304.071174,-5155956.643338,-4805277.694040,-4422858.720360,-4013631.386506,-3582775.226508,-3135623.970114,-2677572.069281,-2213983.226703,-1750102.745188,-1290975.420465,-841370.531041,-405715.259593,11962.373762,408080.262621,779538.134464,1123742.414107,1438620.086637,1722621.881837,1974715.344518,2194368.568294,2381525.549373,2536574.258821,2660308.634511,2753885.757371,2818779.501381,2856731.935194,2869703.708429,2859824.581518,2829345.159137,2780590.768756,2715918.292897,2637676.621643,2548171.245842,2449633.366073,2344193.752181,2233861.456733,2120507.366302,2005852.469554,1891460.632442,1778735.599717,1668921.888912,1563109.208048,1462240.011251,1367119.806355,
1, 1, 2, 5010.275571, 10957932.695855, 1.491023, 0.988431, 0.000000, 0.000004,0.000000,356609.791026,709835.732580,1056957.984953,1395135.947313,1721633.692041,2033868.637981,2329450.098145,2606211.593989,2862237.956033,3095887.284508,3305807.650370,3490948.426809,3650566.218126,3784225.452966,3891793.814864,3973432.786188,4029583.676707,4060949.591590,4068473.863330,4053315.526225,4016822.449590,3960502.766583,3885995.239573,3795039.191028,3689444.602246,3571062.942395,3441759.239130,3303385.841671,3157758.259878,3006633.390834,2851690.370096,2694514.210204,2536582.316386,2379253.900432,2223762.250002,2071209.753556,1922565.531511,1778665.483012,1640214.524996,1507790.776446,1381851.425397,1262740.009281,1150694.839818,1045858.311290,948286.844759,857961.239868,774797.229229,698656.057375,629354.935854,566677.257678,
2, 1, 3, 5008.158102, 10932731.540320, 1.487594, 0.935694, 0.000000, 0.000007,0.000000,10175.524809,49250.782576,112889.741307,200339.930460,310173.922834,440577.529408,589408.958098,754246.411838,932437.912219,1121154.381152,1317445.161679,1518294.758924,1720679.490538,1921622.747351,2118247.630663,2307825.836856,2487821.794454,2655931.217235,2810113.413031,2948616.875361,3069997.877579,3173131.980725,3257218.550801,3321778.553591,3366646.050640,3391953.954966,3398114.716421,3385796.692575,3355897.020463,3309511.837550,3247904.707633,3172474.090767,3084720.657949,2986215.194113,2878567.760149,2763398.699786,2642311.983735,2516871.285213,2388579.081222,2258858.975959,2129041.349381,2000352.347647,1873906.155012,1750700.420227,1631614.655817,1517411.386315,1408739.792025,1306141.577971,1210058.793060,1120843.331623,
lamda=854.930000 nm
m,l,p,tau,beta,ne,confinement,R_infinite,eig,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,
0, 1, 1, 5010.728652, 10983761.044378, 1.494520, 0.998761, 0.000000, 0.000006,6745381.019114,6732625.740755,6703093.549975,6655238.580507,6589221.636272,6505514.059057,6404774.241118,6287811.338383,6155565.042426,6009089.053193,5849535.190659,5678137.309121,5496194.862389,5305056.216705,5106101.907278,4900728.072772,4690330.311769,4476288.199068,4259950.683503,4042622.566087,3825552.229627,3609920.759974,3396832.566175,3187307.572821,2982275.024074,2782568.905911,2588924.961972,2401979.249590,2222268.156873,2050229.779325,1886206.535952,1730448.890161,1583120.030192,1444301.357208,1313998.626395,1192148.587300,1078625.973730,973250.700607,875795.134718,785991.317898,703538.034393,628107.628494,559352.493632,496911.169463,440413.998899,389488.311967,343763.117829,302873.299881,266463.321526,234190.461940,205727.611836,
