r [um],n,q,q2
4.000000, 1.490088, 0.360000, 2.226579
4.100000, 1.489684, 0.327600, 2.225361
4.200000, 1.489270, 0.294400, 2.224113
4.300000, 1.488846, 0.260400, 2.222836
4.400000, 1.488412, 0.225600, 2.221528
4.500000, 1.487968, 0.190000, 2.220190
4.600000, 1.487513, 0.153600, 2.218823
4.700000, 1.487049, 0.116400, 2.217425
4.800000, 1.486574, 0.078400, 2.215997
4.900000, 1.486089, 0.039600, 2.214539
5.000000, 1.485594, 0.000000, 2.213051
0.000000, 1.498046, 1.000000, 2.250640
0.100000, 1.498041, 0.999600, 2.250625
0.200000, 1.498026, 0.998400, 2.250580
0.300000, 1.498001, 0.996400, 2.250505
0.400000, 1.497966, 0.993600, 2.250400
0.500000, 1.497922, 0.990000, 2.250265
0.600000, 1.497867, 0.985600, 2.250099
0.700000, 1.497803, 0.980400, 2.249904
0.800000, 1.497728, 0.974400, 2.249678
0.900000, 1.497644, 0.967600, 2.249423
1.000000, 1.497550, 0.960000, 2.249137
1.100000, 1.497446, 0.951600, 2.248821
1.200000, 1.497331, 0.942400, 2.248476
1.300000, 1.497207, 0.932400, 2.248100
1.400000, 1.497073, 0.921600, 2.247694
1.500000, 1.496929, 0.910000, 2.247258
1.600000, 1.496776, 0.897600, 2.246792
1.700000, 1.496612, 0.884400, 2.246296
1.800000, 1.496438, 0.870400, 2.245770
1.900000, 1.496254, 0.855600, 2.245214
2.000000, 1.496061, 0.840000, 2.244627
2.100000, 1.495857, 0.823600, 2.244011
2.200000, 1.495643, 0.806400, 2.243365
2.300000, 1.495420, 0.788400, 2.242688
2.400000, 1.495186, 0.769600, 2.241982
2.500000, 1.494943, 0.750000, 2.241245
2.600000, 1.494689, 0.729600, 2.240478
2.700000, 1.494426, 0.708400, 2.239682
2.800000, 1.494152, 0.686400, 2.238855
2.900000, 1.493869, 0.663600, 2.237998
3.000000, 1.493575, 0.640000, 2.237111
3.100000, 1.493272, 0.615600, 2.236194
3.200000, 1.492958, 0.590400, 2.235247
3.300000, 1.492635, 0.564400, 2.234270
3.400000, 1.492301, 0.537600, 2.233263
3.500000, 1.491958, 0.510000, 2.232226
3.600000, 1.491604, 0.481600, 2.231159
3.700000, 1.491241, 0.452400, 2.230061
3.800000, 1.490867, 0.422400, 2.228934
3.900000, 1.490483, 0.391600, 2.227776
4.000000, 1.490089, 0.360000, 2.226589
4.100000, 1.489685, 0.327600, 2.225371
4.200000, 1.489271, 0.294400, 2.224124
4.300000, 1.488847, 0.260400, 2.222846
4.400000, 1.488413, 0.225600, 2.221538
4.500000, 1.487969, 0.190000, 2.220200
4.600000, 1.487514, 0.153600, 2.218832
4.700000, 1.487050, 0.116400, 2.217434
4.800000, 1.486575, 0.078400, 2.216006
4.900000, 1.486090, 0.039600, 2.214548
5.000000, 1.485595, 0.000000, 2.213060
0.000000, 1.498047, 1.000000, 2.250652
0.100000, 1.498042, 0.999600, 2.250637
0.200000, 1.498027, 0.998400, 2.250592
0.300000, 1.498002, 0.996400, 2.250517
0.400000, 1.497967, 0.993600, 2.250411
0.500000, 1.497923, 0.990000, 2.250276
0.600000, 1.497868, 0.985600, 2.250111
0.700000, 1.497804, 0.980400, 2.249915
0.800000, 1.497729, 0.974400, 2.249690
0.900000, 1.497645, 0.967600, 2.249434
1.000000, 1.497551, 0.960000, 2.249149
1.100000, 1.497446, 0.951600, 2.248833
1.200000, 1.497332, 0.942400, 2.248487
1.300000, 1.497208, 0.932400, 2.248111
1.400000, 1.497074, 0.921600, 2.247705
1.500000, 1.496930, 0.910000, 2.247269
1.600000, 1.496776, 0.897600, 2.246803
1.700000, 1.496613, 0.884400, 2.246307
1.800000, 1.496439, 0.870400, 2.245781
1.900000, 1.496255, 0.855600, 2.245225
2.000000, 1.496061, 0.840000, 2.244639
2.100000, 1.495858, 0.823600, 2.244022
2.200000, 1.495644, 0.806400, 2.243376
2.300000, 1.495421, 0.788400, 2.242699
2.400000, 1.495187, 0.769600, 2.241993
2.500000, 1.494944, 0.750000, 2.241256
2.600000, 1.494690, 0.729600, 2.240489
2.700000, 1.494427, 0.708400, 2.239693
2.800000, 1.494153, 0.686400, 2.238866
2.900000, 1.493870, 0.663600, 2.238009
3.000000, 1.493576, 0.640000, 2.237122
3.100000, 1.493273, 0.615600, 2.236205
3.200000, 1.492959, 0.590400, 2.235258
3.300000, 1.492636, 0.564400, 2.234281
3.400000, 1.492302, 0.537600, 2.233274
3.500000, 1.491959, 0.510000, 2.232236
3.600000, 1.491605, 0.481600, 2.231169
3.700000, 1.491241, 0.452400, 2.230072
3.800000, 1.490868, 0.422400, 2.228944
3.900000, 1.490484, 0.391600, 2.227787
4.000000, 1.490090, 0.360000, 2.226599
4.100000, 1.489686, 0.327600, 2.225381
4.200000, 1.489272, 0.294400, 2.224134
4.300000, 1.488848, 0.260400, 2.222856
4.400000, 1.488414, 0.225600, 2.221548
4.500000, 1.487969, 0.190000, 2.220210
4.600000, 1.487515, 0.153600, 2.218842
4.700000, 1.487050, 0.116400, 2.217444
4.800000, 1.486576, 0.078400, 2.216016
4.900000, 1.486091, 0.039600, 2.214558
5.000000, 1.485596, 0.000000, 2.213070
0.000000, 1.498047, 1.000000, 2.250663
0.100000, 1.498043, 0.999600, 2.250648
0.200000, 1.498028, 0.998400, 2.250603
0.300000, 1.498003, 0.996400, 2.250528
0.400000, 1.497968, 0.993600, 2.250423
0.500000, 1.497923, 0.990000, 2.250288
0.600000, 1.497869, 0.985600, 2.250122
0.700000, 1.497804, 0.980400, 2.249927
0.800000, 1.497730, 0.974400, 2.249701
0.900000, 1.497646, 0.967600, 2.249446
1.000000, 1.497551, 0.960000, 2.249160
1.100000, 1.497447, 0.951600, 2.248844
1.200000, 1.497333, 0.942400, 2.248498
1.300000, 1.497209, 0.932400, 2.248123
1.400000, 1.497075, 0.921600, 2.247717
1.500000, 1.496931, 0.910000, 2.247281
1.600000, 1.496777, 0.897600, 2.246815
1.700000, 1.496613, 0.884400, 2.246319
1.800000, 1.496440, 0.870400, 2.245792
1.900000, 1.496256, 0.855600, 2.245236
2.000000, 1.496062, 0.840000, 2.244650
2.100000, 1.495859, 0.823600, 2.244033
2.200000, 1.495645, 0.806400, 2.243387
2.300000, 1.495422, 0.788400, 2.242710
2.400000, 1.495188, 0.769600, 2.242004
2.500000, 1.494944, 0.750000, 2.241267
2.600000, 1.494691, 0.729600, 2.240500
2.700000, 1.494427, 0.708400, 2.239704
2.800000, 1.494154, 0.686400, 2.238877
2.900000, 1.493871, 0.663600, 2.238020
3.000000, 1.493577, 0.640000, 2.237133
3.100000, 1.493274, 0.615600, 2.236216
3.200000, 1.492960, 0.590400, 2.235269
3.300000, 1.492637, 0.564400, 2.234291
3.400000, 1.492303, 0.537600, 2.233284
3.500000, 1.491959, 0.510000, 2.232247
3.600000, 1.491606, 0.481600, 2.231179
3.700000, 1.491242, 0.452400, 2.230082
3.800000, 1.490868, 0.422400, 2.228955
3.900000, 1.490485, 0.391600, 2.227797
4.000000, 1.490091, 0.360000, 2.226609
4.100000, 1.489687, 0.327600, 2.225392
4.200000, 1.489273, 0.294400, 2.224144
4.300000, 1.488849, 0.260400, 2.222866
4.400000, 1.488415, 0.225600, 2.221558
4.500000, 1.487970, 0.190000, 2.220220
4.600000, 1.487516, 0.153600, 2.218852
4.700000, 1.487051, 0.116400, 2.217454
4.800000, 1.486576, 0.078400, 2.216026
4.900000, 1.486092, 0.039600, 2.214568
5.000000, 1.485597, 0.000000, 2.213079
0.000000, 1.498048, 1.000000, 2.250675
0.100000, 1.498043, 0.999600, 2.250660
0.200000, 1.498028, 0.998400, 2.250615
0.300000, 1.498004, 0.996400, 2.250540
0.400000, 1.497969, 0.993600, 2.250434
0.500000, 1.497924, 0.990000, 2.250299
0.600000, 1.497870, 0.985600, 2.250134
0.700000, 1.497805, 0.980400, 2.249938
0.800000, 1.497731, 0.974400, 2.249713
0.900000, 1.497647, 0.967600, 2.249457
1.000000, 1.497552, 0.960000, 2.249171
1.100000, 1.497448, 0.951600, 2.248856
1.200000, 1.497334, 0.942400, 2.248510
1.300000, 1.497210, 0.932400, 2.248134
1.400000, 1.497076, 0.921600, 2.247728
1.500000, 1.496932, 0.910000, 2.247292
1.600000, 1.496778, 0.897600, 2.246826
1.700000, 1.496614, 0.884400, 2.246330
1.800000, 1.496441, 0.870400, 2.245804
1.900000, 1.496257, 0.855600, 2.245247
2.000000, 1.496063, 0.840000, 2.244661
2.100000, 1.495860, 0.823600, 2.244045
2.200000, 1.495646, 0.806400, 2.243398
2.300000, 1.495422, 0.788400, 2.242721
2.400000, 1.495189, 0.769600, 2.242015
2.500000, 1.494945, 0.750000, 2.241278
2.600000, 1.494692, 0.729600, 2.240511
2.700000, 1.494428, 0.708400, 2.239715
2.800000, 1.494155, 0.686400, 2.238888
2.900000, 1.493871, 0.663600, 2.238031
3.000000, 1.493578, 0.640000, 2.237144
3.100000, 1.493274, 0.615600, 2.236226
3.200000, 1.492961, 0.590400, 2.235279
3.300000, 1.492637, 0.564400, 2.234302
3.400000, 1.492304, 0.537600, 2.233295
3.500000, 1.491960, 0.510000, 2.232257
3.600000, 1.491607, 0.481600, 2.231190
3.700000, 1.491243, 0.452400, 2.230092
3.800000, 1.490869, 0.422400, 2.228965
3.900000, 1.490486, 0.391600, 2.227807
4.000000, 1.490092, 0.360000, 2.226620
4.100000, 1.489688, 0.327600, 2.225402
4.200000, 1.489274, 0.294400, 2.224154
4.300000, 1.488850, 0.260400, 2.222876
4.400000, 1.488415, 0.225600, 2.221568
4.500000, 1.487971, 0.190000, 2.220230
4.600000, 1.487517, 0.153600, 2.218862
4.700000, 1.487052, 0.116400, 2.217464
4.800000, 1.486577, 0.078400, 2.216035
4.900000, 1.486092, 0.039600, 2.214577
5.000000, 1.485597, 0.000000, 2.213089
0.000000, 1.498049, 1.000000, 2.250686
0.100000, 1.498044, 0.999600, 2.250671
0.200000, 1.498029, 0.998400, 2.250626
0.300000, 1.498005, 0.996400, 2.250551
0.400000, 1.497970, 0.993600, 2.250446
0.500000, 1.497925, 0.990000, 2.250310
0.600000, 1.497871, 0.985600, 2.250145
0.700000, 1.497806, 0.980400, 2.249950
0.800000, 1.497732, 0.974400, 2.249724
0.900000, 1.497647, 0.967600, 2.249468
1.000000, 1.497553, 0.960000, 2.249183
1.100000, 1.497449, 0.951600, 2.248867
1.200000, 1.497335, 0.942400, 2.248521
1.300000, 1.497211, 0.932400, 2.248145
1.400000, 1.497077, 0.921600, 2.247739
1.500000, 1.496933, 0.910000, 2.247303
1.600000, 1.496779, 0.897600, 2.246837
1.700000, 1.496615, 0.884400, 2.246341
1.800000, 1.496441, 0.870400, 2.245815
1.900000, 1.496258, 0.855600, 2.245258
2.000000, 1.496064, 0.840000, 2.244672
2.100000, 1.495860, 0.823600, 2.244056
2.200000, 1.495647, 0.806400, 2.243409
2.300000, 1.495423, 0.788400, 2.242733
2.400000, 1.495190, 0.769600, 2.242026
2.500000, 1.494946, 0.750000, 2.241289
2.600000, 1.494693, 0.729600, 2.240522
2.700000, 1.494429, 0.708400, 2.239725
2.800000, 1.494156, 0.686400, 2.238898
2.900000, 1.493872, 0.663600, 2.238041
3.000000, 1.493579, 0.640000, 2.237154
3.100000, 1.493275, 0.615600, 2.236237
3.200000, 1.492962, 0.590400, 2.235290
3.300000, 1.492638, 0.564400, 2.234313
3.400000, 1.492305, 0.537600, 2.233305
3.500000, 1.491961, 0.510000, 2.232268
3.600000, 1.491608, 0.481600, 2.231200
3.700000, 1.491244, 0.452400, 2.230103
3.800000, 1.490870, 0.422400, 2.228975
3.900000, 1.490486, 0.391600, 2.227818
4.000000, 1.490092, 0.360000, 2.226630
4.100000, 1.489689, 0.327600, 2.225412
4.200000, 1.489275, 0.294400, 2.224164
4.300000, 1.488850, 0.260400, 2.222886
4.400000, 1.488416, 0.225600, 2.221578
4.500000, 1.487972, 0.190000, 2.220240
4.600000, 1.487517, 0.153600, 2.218872
4.700000, 1.487053, 0.116400, 2.217473
4.800000, 1.486578, 0.078400, 2.216045
4.900000, 1.486093, 0.039600, 2.214587
5.000000, 1.485598, 0.000000, 2.213098
0.000000, 1.498050, 1.000000, 2.250698
0.100000, 1.498045, 0.999600, 2.250683
0.200000, 1.498030, 0.998400, 2.250638
0.300000, 1.498005, 0.996400, 2.250563
0.400000, 1.497971, 0.993600, 2.250457
0.500000, 1.497926, 0.990000, 2.250322
0.600000, 1.497871, 0.985600, 2.250157
0.700000, 1.497807, 0.980400, 2.249961
0.800000, 1.497733, 0.974400, 2.249735
0.900000, 1.497648, 0.967600, 2.249480
1.000000, 1.497554, 0.960000, 2.249194
1.100000, 1.497450, 0.951600, 2.248878
1.200000, 1.497336, 0.942400, 2.248533
1.300000, 1.497212, 0.932400, 2.248157
1.400000, 1.497078, 0.921600, 2.247751
1.500000, 1.496934, 0.910000, 2.247315
1.600000, 1.496780, 0.897600, 2.246849
1.700000, 1.496616, 0.884400, 2.246352
1.800000, 1.496442, 0.870400, 2.245826
1.900000, 1.496258, 0.855600, 2.245270
2.000000, 1.496065, 0.840000, 2.244683
2.100000, 1.495861, 0.823600, 2.244067
2.200000, 1.495648, 0.806400, 2.243420
2.300000, 1.495424, 0.788400, 2.242744
2.400000, 1.495190, 0.769600, 2.242037
2.500000, 1.494947, 0.750000, 2.241300
2.600000, 1.494693, 0.729600, 2.240533
2.700000, 1.494430, 0.708400, 2.239736
2.800000, 1.494157, 0.686400, 2.238909
2.900000, 1.493873, 0.663600, 2.238052
3.000000, 1.493580, 0.640000, 2.237165
3.100000, 1.493276, 0.615600, 2.236248
3.200000, 1.492963, 0.590400, 2.235301
3.300000, 1.492639, 0.564400, 2.234323
3.400000, 1.492306, 0.537600, 2.233316
3.500000, 1.491962, 0.510000, 2.232278
3.600000, 1.491608, 0.481600, 2.231211
3.700000, 1.491245, 0.452400, 2.230113
3.800000, 1.490871, 0.422400, 2.228986
3.900000, 1.490487, 0.391600, 2.227828
4.000000, 1.490093, 0.360000, 2.226640
4.100000, 1.489689, 0.327600, 2.225422
4.200000, 1.489275, 0.294400, 2.224174
4.300000, 1.488851, 0.260400, 2.222896
4.400000, 1.488417, 0.225600, 2.221588
4.500000, 1.487973, 0.190000, 2.220250
4.600000, 1.487518, 0.153600, 2.218882
4.700000, 1.487054, 0.116400, 2.217483
4.800000, 1.486579, 0.078400, 2.216055
4.900000, 1.486094, 0.039600, 2.214596
5.000000, 1.485599, 0.000000, 2.213108
0.000000, 1.498051, 1.000000, 2.250709
0.100000, 1.498046, 0.999600, 2.250694
0.200000, 1.498031, 0.998400, 2.250649
0.300000, 1.498006, 0.996400, 2.250574
0.400000, 1.497972, 0.993600, 2.250469
0.500000, 1.497927, 0.990000, 2.250333
0.600000, 1.497872, 0.985600, 2.250168
0.700000, 1.497808, 0.980400, 2.249972
0.800000, 1.497733, 0.974400, 2.249747
0.900000, 1.497649, 0.967600, 2.249491
1.000000, 1.497555, 0.960000, 2.249206
1.100000, 1.497451, 0.951600, 2.248890
1.200000, 1.497336, 0.942400, 2.248544
1.300000, 1.497212, 0.932400, 2.248168
1.400000, 1.497078, 0.921600, 2.247762
1.500000, 1.496935, 0.910000, 2.247326
1.600000, 1.496781, 0.897600, 2.246860
1.700000, 1.496617, 0.884400, 2.246364
1.800000, 1.496443, 0.870400, 2.245837
1.900000, 1.496259, 0.855600, 2.245281
2.000000, 1.496066, 0.840000, 2.244694
2.100000, 1.495862, 0.823600, 2.244078
2.200000, 1.495648, 0.806400, 2.243431
2.300000, 1.495425, 0.788400, 2.242755
2.400000, 1.495191, 0.769600, 2.242048
2.500000, 1.494948, 0.750000, 2.241311
2.600000, 1.494694, 0.729600, 2.240544
2.700000, 1.494431, 0.708400, 2.239747
2.800000, 1.494157, 0.686400, 2.238920
2.900000, 1.493874, 0.663600, 2.238063
3.000000, 1.493580, 0.640000, 2.237176
3.100000, 1.493277, 0.615600, 2.236259
3.200000, 1.492963, 0.590400, 2.235311
3.300000, 1.492640, 0.564400, 2.234334
3.400000, 1.492306, 0.537600, 2.233327
3.500000, 1.491963, 0.510000, 2.232289
3.600000, 1.491609, 0.481600, 2.231221
3.700000, 1.491245, 0.452400, 2.230124
3.800000, 1.490872, 0.422400, 2.228996
3.900000, 1.490488, 0.391600, 2.227838
4.000000, 1.490094, 0.360000, 2.226650
4.100000, 1.489690, 0.327600, 2.225432
4.200000, 1.489276, 0.294400, 2.224184
4.300000, 1.488852, 0.260400, 2.222906
4.400000, 1.488418, 0.225600, 2.221598
4.500000, 1.487973, 0.190000, 2.220260
4.600000, 1.487519, 0.153600, 2.218891
4.700000, 1.487054, 0.116400, 2.217493
4.800000, 1.486580, 0.078400, 2.216065
4.900000, 1.486095, 0.039600, 2.214606
5.000000, 1.485600, 0.000000, 2.213117
0.000000, 1.498052, 1.000000, 2.250721
0.100000, 1.498047, 0.999600, 2.250706
0.200000, 1.498032, 0.998400, 2.250661
0.300000, 1.498007, 0.996400, 2.250585
0.400000, 1.497972, 0.993600, 2.250480
0.500000, 1.497928, 0.990000, 2.250345
0.600000, 1.497873, 0.985600, 2.250179
0.700000, 1.497809, 0.980400, 2.249984
0.800000, 1.497734, 0.974400, 2.249758
0.900000, 1.497650, 0.967600, 2.249503
1.000000, 1.497556, 0.960000, 2.249217
1.100000, 1.497451, 0.951600, 2.248901
1.200000, 1.497337, 0.942400, 2.248555
1.300000, 1.497213, 0.932400, 2.248179
1.400000, 1.497079, 0.921600, 2.247773
1.500000, 1.496935, 0.910000, 2.247337
1.600000, 1.496781, 0.897600, 2.246871
1.700000, 1.496618, 0.884400, 2.246375
1.800000, 1.496444, 0.870400, 2.245848
1.900000, 1.496260, 0.855600, 2.245292
2.000000, 1.496066, 0.840000, 2.244706
2.100000, 1.495863, 0.823600, 2.244089
2.200000, 1.495649, 0.806400, 2.243442
2.300000, 1.495426, 0.788400, 2.242766
2.400000, 1.495192, 0.769600, 2.242059
2.500000, 1.494949, 0.750000, 2.241322
2.600000, 1.494695, 0.729600, 2.240555
2.700000, 1.494432, 0.708400, 2.239758
2.800000, 1.494158, 0.686400, 2.238931
2.900000, 1.493875, 0.663600, 2.238074
3.000000, 1.493581, 0.640000, 2.237187
3.100000, 1.493278, 0.615600, 2.236269
3.200000, 1.492964, 0.590400, 2.235322
3.300000, 1.492641, 0.564400, 2.234345
3.400000, 1.492307, 0.537600, 2.233337
3.500000, 1.491964, 0.510000, 2.232299
3.600000, 1.491610, 0.481600, 2.231232
3.700000, 1.491246, 0.452400, 2.230134
3.800000, 1.490873, 0.422400, 2.229006
3.900000, 1.490489, 0.391600, 2.227848
4.000000, 1.490095, 0.360000, 2.226660
4.100000, 1.489691, 0.327600, 2.225442
4.200000, 1.489277, 0.294400, 2.224194
4.300000, 1.488853, 0.260400, 2.222916
4.400000, 1.488419, 0.225600, 2.221608
4.500000, 1.487974, 0.190000, 2.220270
4.600000, 1.487520, 0.153600, 2.218901
4.700000, 1.487055, 0.116400, 2.217503
4.800000, 1.486580, 0.078400, 2.216074
4.900000, 1.486096, 0.039600, 2.214616
5.000000, 1.485600, 0.000000, 2.213127
0.000000, 1.498053, 1.000000, 2.250732
0.100000, 1.498048, 0.999600, 2.250717
0.200000, 1.498033, 0.998400, 2.250672
0.300000, 1.498008, 0.996400, 2.250597
0.400000, 1.497973, 0.993600, 2.250492
0.500000, 1.497929, 0.990000, 2.250356
0.600000, 1.497874, 0.985600, 2.250191
0.700000, 1.497810, 0.980400, 2.249995
0.800000, 1.497735, 0.974400, 2.249770
0.900000, 1.497651, 0.967600, 2.249514
1.000000, 1.497557, 0.960000, 2.249228
1.100000, 1.497452, 0.951600, 2.248913
1.200000, 1.497338, 0.942400, 2.248567
1.300000, 1.497214, 0.932400, 2.248191
1.400000, 1.497080, 0.921600, 2.247785
1.500000, 1.496936, 0.910000, 2.247349
1.600000, 1.496782, 0.897600, 2.246882
1.700000, 1.496618, 0.884400, 2.246386
1.800000, 1.496445, 0.870400, 2.245860
1.900000, 1.496261, 0.855600, 2.245303
2.000000, 1.496067, 0.840000, 2.244717
2.100000, 1.495864, 0.823600, 2.244100
2.200000, 1.495650, 0.806400, 2.243454
2.300000, 1.495427, 0.788400, 2.242777
2.400000, 1.495193, 0.769600, 2.242070
2.500000, 1.494949, 0.750000, 2.241333
2.600000, 1.494696, 0.729600, 2.240566
2.700000, 1.494432, 0.708400, 2.239769
2.800000, 1.494159, 0.686400, 2.238942
2.900000, 1.493876, 0.663600, 2.238085
3.000000, 1.493582, 0.640000, 2.237197
3.100000, 1.493279, 0.615600, 2.236280
3.200000, 1.492965, 0.590400, 2.235333
3.300000, 1.492642, 0.564400, 2.234355
3.400000, 1.492308, 0.537600, 2.233348
3.500000, 1.491964, 0.510000, 2.232310
3.600000, 1.491611, 0.481600, 2.231242
3.700000, 1.491247, 0.452400, 2.230145
3.800000, 1.490873, 0.422400, 2.229017
3.900000, 1.490490, 0.391600, 2.227859
4.000000, 1.490096, 0.360000, 2.226671
4.100000, 1.489692, 0.327600, 2.225453
4.200000, 1.489278, 0.294400, 2.224204
4.300000, 1.488854, 0.260400, 2.222926
4.400000, 1.488419, 0.225600, 2.221618
4.500000, 1.487975, 0.190000, 2.220280
4.600000, 1.487521, 0.153600, 2.218911
4.700000, 1.487056, 0.116400, 2.217513
4.800000, 1.486581, 0.078400, 2.216084
4.900000, 1.486096, 0.039600, 2.214625
5.000000, 1.485601, 0.000000, 2.213137
0.000000, 1.498053, 1.000000, 2.250744
0.100000, 1.498048, 0.999600, 2.250729
0.200000, 1.498034, 0.998400, 2.250684
0.300000, 1.498009, 0.996400, 2.250608
0.400000, 1.497974, 0.993600, 2.250503
0.500000, 1.497929, 0.990000, 2.250368
0.600000, 1.497875, 0.985600, 2.250202
0.700000, 1.497810, 0.980400, 2.250007
0.800000, 1.497736, 0.974400, 2.249781
0.900000, 1.497652, 0.967600, 2.249526
1.000000, 1.497557, 0.960000, 2.249240
1.100000, 1.497453, 0.951600, 2.248924
1.200000, 1.497339, 0.942400, 2.248578
1.300000, 1.497215, 0.932400, 2.248202
1.400000, 1.497081, 0.921600, 2.247796
1.500000, 1.496937, 0.910000, 2.247360
1.600000, 1.496783, 0.897600, 2.246894
1.700000, 1.496619, 0.884400, 2.246397
1.800000, 1.496446, 0.870400, 2.245871
1.900000, 1.496262, 0.855600, 2.245314
2.000000, 1.496068, 0.840000, 2.244728
2.100000, 1.495865, 0.823600, 2.244111
2.200000, 1.495651, 0.806400, 2.243465
2.300000, 1.495427, 0.788400, 2.242788
2.400000, 1.495194, 0.769600, 2.242081
2.500000, 1.494950, 0.750000, 2.241344
2.600000, 1.494697, 0.729600, 2.240577
2.700000, 1.494433, 0.708400, 2.239780
2.800000, 1.494160, 0.686400, 2.238953
2.900000, 1.493876, 0.663600, 2.238096
3.000000, 1.493583, 0.640000, 2.237208
3.100000, 1.493279, 0.615600, 2.236291
3.200000, 1.492966, 0.590400, 2.235343
3.300000, 1.492642, 0.564400, 2.234366
3.400000, 1.492309, 0.537600, 2.233358
3.500000, 1.491965, 0.510000, 2.232321
3.600000, 1.491612, 0.481600, 2.231253
3.700000, 1.491248, 0.452400, 2.230155
3.800000, 1.490874, 0.422400, 2.229027
3.900000, 1.490490, 0.391600, 2.227869
4.000000, 1.490097, 0.360000, 2.226681
4.100000, 1.489693, 0.327600, 2.225463
4.200000, 1.489279, 0.294400, 2.224215
4.300000, 1.488854, 0.260400, 2.222936
4.400000, 1.488420, 0.225600, 2.221628
4.500000, 1.487976, 0.190000, 2.220289
4.600000, 1.487521, 0.153600, 2.218921
4.700000, 1.487057, 0.116400, 2.217522
4.800000, 1.486582, 0.078400, 2.216094
4.900000, 1.486097, 0.039600, 2.214635
5.000000, 1.485602, -0.000000, 2.213146
0.000000, 1.498054, 1.000000, 2.250755
0.100000, 1.498049, 0.999600, 2.250740
0.200000, 1.498034, 0.998400, 2.250695
0.300000, 1.498010, 0.996400, 2.250620
0.400000, 1.497975, 0.993600, 2.250515
0.500000, 1.497930, 0.990000, 2.250379
0.600000, 1.497876, 0.985600, 2.250214
0.700000, 1.497811, 0.980400, 2.250018
0.800000, 1.497737, 0.974400, 2.249793
0.900000, 1.497652, 0.967600, 2.249537
1.000000, 1.497558, 0.960000, 2.249251
1.100000, 1.497454, 0.951600, 2.248935
1.200000, 1.497340, 0.942400, 2.248589
1.300000, 1.497216, 0.932400, 2.248213
1.400000, 1.497082, 0.921600, 2.247807
1.500000, 1.496938, 0.910000, 2.247371
1.600000, 1.496784, 0.897600, 2.246905
1.700000, 1.496620, 0.884400, 2.246409
1.800000, 1.496446, 0.870400, 2.245882
1.900000, 1.496263, 0.855600, 2.245326
2.000000, 1.496069, 0.840000, 2.244739
2.100000, 1.495865, 0.823600, 2.244122
2.200000, 1.495652, 0.806400, 2.243476
2.300000, 1.495428, 0.788400, 2.242799
2.400000, 1.495195, 0.769600, 2.242092
2.500000, 1.494951, 0.750000, 2.241355
2.600000, 1.494698, 0.729600, 2.240588
2.700000, 1.494434, 0.708400, 2.239791
2.800000, 1.494161, 0.686400, 2.238964
2.900000, 1.493877, 0.663600, 2.238106
3.000000, 1.493584, 0.640000, 2.237219
3.100000, 1.493280, 0.615600, 2.236302
3.200000, 1.492967, 0.590400, 2.235354
3.300000, 1.492643, 0.564400, 2.234376
3.400000, 1.492310, 0.537600, 2.233369
3.500000, 1.491966, 0.510000, 2.232331
3.600000, 1.491612, 0.481600, 2.231263
3.700000, 1.491249, 0.452400, 2.230165
3.800000, 1.490875, 0.422400, 2.229037
3.900000, 1.490491, 0.391600, 2.227879
4.000000, 1.490097, 0.360000, 2.226691
4.100000, 1.489693, 0.327600, 2.225473
4.200000, 1.489279, 0.294400, 2.224225
4.300000, 1.488855, 0.260400, 2.222946
4.400000, 1.488421, 0.225600, 2.221638
4.500000, 1.487977, 0.190000, 2.220299
4.600000, 1.487522, 0.153600, 2.218931
4.700000, 1.487058, 0.116400, 2.217532
4.800000, 1.486583, 0.078400, 2.216103
4.900000, 1.486098, 0.039600, 2.214644
5.000000, 1.485603, 0.000000, 2.213156
0.000000, 1.498055, 1.000000, 2.250767
0.100000, 1.498050, 0.999600, 2.250752
0.200000, 1.498035, 0.998400, 2.250707
0.300000, 1.498010, 0.996400, 2.250631
0.400000, 1.497976, 0.993600, 2.250526
0.500000, 1.497931, 0.990000, 2.250391
0.600000, 1.497877, 0.985600, 2.250225
0.700000, 1.497812, 0.980400, 2.250030
0.800000, 1.497738, 0.974400, 2.249804
0.900000, 1.497653, 0.967600, 2.249548
1.000000, 1.497559, 0.960000, 2.249263
1.100000, 1.497455, 0.951600, 2.248947
1.200000, 1.497341, 0.942400, 2.248601
1.300000, 1.497217, 0.932400, 2.248225
1.400000, 1.497083, 0.921600, 2.247819
1.500000, 1.496939, 0.910000, 2.247382
1.600000, 1.496785, 0.897600, 2.246916
1.700000, 1.496621, 0.884400, 2.246420
1.800000, 1.496447, 0.870400, 2.245893
1.900000, 1.496264, 0.855600, 2.245337
2.000000, 1.496070, 0.840000, 2.244750
2.100000, 1.495866, 0.823600, 2.244134
2.200000, 1.495653, 0.806400, 2.243487
2.300000, 1.495429, 0.788400, 2.242810
2.400000, 1.495195, 0.769600, 2.242103
2.500000, 1.494952, 0.750000, 2.241366
2.600000, 1.494698, 0.729600, 2.240599
2.700000, 1.494435, 0.708400, 2.239802
2.800000, 1.494161, 0.686400, 2.238975
2.900000, 1.493878, 0.663600, 2.238117
3.000000, 1.493585, 0.640000, 2.237230
3.100000, 1.493281, 0.615600, 2.236312
3.200000, 1.492968, 0.590400, 2.235365
3.300000, 1.492644, 0.564400, 2.234387
3.400000, 1.492310, 0.537600, 2.233379
3.500000, 1.491967, 0.510000, 2.232342
