r [um],n,q,q2
1.300000, 1.497228, 0.932400, 2.248383
1.400000, 1.497094, 0.921600, 2.247977
1.500000, 1.496951, 0.910000, 2.247541
1.600000, 1.496797, 0.897600, 2.247074
1.700000, 1.496633, 0.884400, 2.246577
1.800000, 1.496459, 0.870400, 2.246050
1.900000, 1.496275, 0.855600, 2.245494
2.000000, 1.496082, 0.840000, 2.244907
2.100000, 1.495878, 0.823600, 2.244289
2.200000, 1.495664, 0.806400, 2.243642
2.300000, 1.495441, 0.788400, 2.242965
2.400000, 1.495207, 0.769600, 2.242257
2.500000, 1.494964, 0.750000, 2.241520
2.600000, 1.494710, 0.729600, 2.240752
2.700000, 1.494447, 0.708400, 2.239954
2.800000, 1.494173, 0.686400, 2.239127
2.900000, 1.493890, 0.663600, 2.238269
3.000000, 1.493596, 0.640000, 2.237381
3.100000, 1.493293, 0.615600, 2.236462
3.200000, 1.492979, 0.590400, 2.235514
3.300000, 1.492656, 0.564400, 2.234536
3.400000, 1.492322, 0.537600, 2.233527
3.500000, 1.491978, 0.510000, 2.232489
3.600000, 1.491625, 0.481600, 2.231420
3.700000, 1.491261, 0.452400, 2.230321
3.800000, 1.490887, 0.422400, 2.229193
3.900000, 1.490503, 0.391600, 2.228034
4.000000, 1.490110, 0.360000, 2.226845
4.100000, 1.489706, 0.327600, 2.225625
4.200000, 1.489291, 0.294400, 2.224376
4.300000, 1.488867, 0.260400, 2.223097
4.400000, 1.488433, 0.225600, 2.221787
4.500000, 1.487989, 0.190000, 2.220448
4.600000, 1.487534, 0.153600, 2.219078
4.700000, 1.487070, 0.116400, 2.217678
4.800000, 1.486595, 0.078400, 2.216249
4.900000, 1.486110, 0.039600, 2.214789
5.000000, 1.485615, 0.000000, 2.213299
0.000000, 1.498068, 1.000000, 2.250939
0.100000, 1.498063, 0.999600, 2.250924
0.200000, 1.498048, 0.998400, 2.250879
0.300000, 1.498023, 0.996400, 2.250803
0.400000, 1.497988, 0.993600, 2.250698
0.500000, 1.497944, 0.990000, 2.250562
0.600000, 1.497889, 0.985600, 2.250397
0.700000, 1.497825, 0.980400, 2.250201
0.800000, 1.497750, 0.974400, 2.249975
0.900000, 1.497666, 0.967600, 2.249719
1.000000, 1.497572, 0.960000, 2.249433
1.100000, 1.497468, 0.951600, 2.249117
1.200000, 1.497353, 0.942400, 2.248771
1.300000, 1.497229, 0.932400, 2.248395
1.400000, 1.497095, 0.921600, 2.247988
1.500000, 1.496951, 0.910000, 2.247552
1.600000, 1.496797, 0.897600, 2.247085
1.700000, 1.496634, 0.884400, 2.246589
1.800000, 1.496460, 0.870400, 2.246062
1.900000, 1.496276, 0.855600, 2.245505
2.000000, 1.496082, 0.840000, 2.244918
2.100000, 1.495879, 0.823600, 2.244301
2.200000, 1.495665, 0.806400, 2.243653
2.300000, 1.495442, 0.788400, 2.242976
2.400000, 1.495208, 0.769600, 2.242268
2.500000, 1.494964, 0.750000, 2.241531
2.600000, 1.494711, 0.729600, 2.240763
2.700000, 1.494447, 0.708400, 2.239965
2.800000, 1.494174, 0.686400, 2.239137
2.900000, 1.493890, 0.663600, 2.238279
3.000000, 1.493597, 0.640000, 2.237391
3.100000, 1.493293, 0.615600, 2.236473
3.200000, 1.492980, 0.590400, 2.235525
3.300000, 1.492656, 0.564400, 2.234546
3.400000, 1.492323, 0.537600, 2.233538
3.500000, 1.491979, 0.510000, 2.232499
3.600000, 1.491626, 0.481600, 2.231431
3.700000, 1.491262, 0.452400, 2.230332
3.800000, 1.490888, 0.422400, 2.229203
3.900000, 1.490504, 0.391600, 2.228044
4.000000, 1.490110, 0.360000, 2.226855
4.100000, 1.489706, 0.327600, 2.225636
4.200000, 1.489292, 0.294400, 2.224386
4.300000, 1.488868, 0.260400, 2.223107
4.400000, 1.488434, 0.225600, 2.221797
4.500000, 1.487989, 0.190000, 2.220458
4.600000, 1.487535, 0.153600, 2.219088
4.700000, 1.487070, 0.116400, 2.217688
4.800000, 1.486596, 0.078400, 2.216258
4.900000, 1.486111, 0.039600, 2.214798
5.000000, 1.485616, 0.000000, 2.213308
0.000000, 1.498069, 1.000000, 2.250950
0.100000, 1.498064, 0.999600, 2.250935
0.200000, 1.498049, 0.998400, 2.250890
0.300000, 1.498024, 0.996400, 2.250815
0.400000, 1.497989, 0.993600, 2.250709
0.500000, 1.497945, 0.990000, 2.250574
0.600000, 1.497890, 0.985600, 2.250408
0.700000, 1.497826, 0.980400, 2.250213
0.800000, 1.497751, 0.974400, 2.249987
0.900000, 1.497667, 0.967600, 2.249731
1.000000, 1.497573, 0.960000, 2.249445
1.100000, 1.497468, 0.951600, 2.249129
1.200000, 1.497354, 0.942400, 2.248783
1.300000, 1.497230, 0.932400, 2.248406
1.400000, 1.497096, 0.921600, 2.248000
1.500000, 1.496952, 0.910000, 2.247563
1.600000, 1.496798, 0.897600, 2.247097
1.700000, 1.496634, 0.884400, 2.246600
1.800000, 1.496461, 0.870400, 2.246073
1.900000, 1.496277, 0.855600, 2.245516
2.000000, 1.496083, 0.840000, 2.244929
2.100000, 1.495880, 0.823600, 2.244312
2.200000, 1.495666, 0.806400, 2.243664
2.300000, 1.495442, 0.788400, 2.242987
2.400000, 1.495209, 0.769600, 2.242279
2.500000, 1.494965, 0.750000, 2.241542
2.600000, 1.494712, 0.729600, 2.240774
2.700000, 1.494448, 0.708400, 2.239976
2.800000, 1.494175, 0.686400, 2.239148
2.900000, 1.493891, 0.663600, 2.238290
3.000000, 1.493598, 0.640000, 2.237402
3.100000, 1.493294, 0.615600, 2.236484
3.200000, 1.492981, 0.590400, 2.235536
3.300000, 1.492657, 0.564400, 2.234557
3.400000, 1.492324, 0.537600, 2.233549
3.500000, 1.491980, 0.510000, 2.232510
3.600000, 1.491626, 0.481600, 2.231441
3.700000, 1.491263, 0.452400, 2.230342
3.800000, 1.490889, 0.422400, 2.229213
3.900000, 1.490505, 0.391600, 2.228054
4.000000, 1.490111, 0.360000, 2.226865
4.100000, 1.489707, 0.327600, 2.225646
4.200000, 1.489293, 0.294400, 2.224396
4.300000, 1.488869, 0.260400, 2.223117
4.400000, 1.488435, 0.225600, 2.221807
4.500000, 1.487990, 0.190000, 2.220468
4.600000, 1.487536, 0.153600, 2.219098
4.700000, 1.487071, 0.116400, 2.217698
4.800000, 1.486596, 0.078400, 2.216268
4.900000, 1.486111, 0.039600, 2.214808
5.000000, 1.485616, 0.000000, 2.213318
0.000000, 1.498070, 1.000000, 2.250962
0.100000, 1.498065, 0.999600, 2.250947
0.200000, 1.498050, 0.998400, 2.250901
0.300000, 1.498025, 0.996400, 2.250826
0.400000, 1.497990, 0.993600, 2.250721
0.500000, 1.497946, 0.990000, 2.250585
0.600000, 1.497891, 0.985600, 2.250420
0.700000, 1.497826, 0.980400, 2.250224
0.800000, 1.497752, 0.974400, 2.249998
0.900000, 1.497668, 0.967600, 2.249742
1.000000, 1.497573, 0.960000, 2.249456
1.100000, 1.497469, 0.951600, 2.249140
1.200000, 1.497355, 0.942400, 2.248794
1.300000, 1.497231, 0.932400, 2.248418
1.400000, 1.497097, 0.921600, 2.248011
1.500000, 1.496953, 0.910000, 2.247574
1.600000, 1.496799, 0.897600, 2.247108
1.700000, 1.496635, 0.884400, 2.246611
1.800000, 1.496462, 0.870400, 2.246084
1.900000, 1.496278, 0.855600, 2.245527
2.000000, 1.496084, 0.840000, 2.244940
2.100000, 1.495880, 0.823600, 2.244323
2.200000, 1.495667, 0.806400, 2.243675
2.300000, 1.495443, 0.788400, 2.242998
2.400000, 1.495210, 0.769600, 2.242290
2.500000, 1.494966, 0.750000, 2.241553
2.600000, 1.494713, 0.729600, 2.240785
2.700000, 1.494449, 0.708400, 2.239987
2.800000, 1.494176, 0.686400, 2.239159
2.900000, 1.493892, 0.663600, 2.238301
3.000000, 1.493599, 0.640000, 2.237413
3.100000, 1.493295, 0.615600, 2.236495
3.200000, 1.492982, 0.590400, 2.235546
3.300000, 1.492658, 0.564400, 2.234568
3.400000, 1.492324, 0.537600, 2.233559
3.500000, 1.491981, 0.510000, 2.232520
3.600000, 1.491627, 0.481600, 2.231452
3.700000, 1.491263, 0.452400, 2.230353
3.800000, 1.490890, 0.422400, 2.229224
3.900000, 1.490506, 0.391600, 2.228065
4.000000, 1.490112, 0.360000, 2.226875
4.100000, 1.489708, 0.327600, 2.225656
4.200000, 1.489294, 0.294400, 2.224406
4.300000, 1.488870, 0.260400, 2.223127
4.400000, 1.488435, 0.225600, 2.221817
4.500000, 1.487991, 0.190000, 2.220478
4.600000, 1.487537, 0.153600, 2.219108
4.700000, 1.487072, 0.116400, 2.217708
4.800000, 1.486597, 0.078400, 2.216278
4.900000, 1.486112, 0.039600, 2.214817
5.000000, 1.485617, 0.000000, 2.213327
0.000000, 1.498070, 1.000000, 2.250973
0.100000, 1.498065, 0.999600, 2.250958
0.200000, 1.498051, 0.998400, 2.250913
0.300000, 1.498026, 0.996400, 2.250838
0.400000, 1.497991, 0.993600, 2.250732
0.500000, 1.497946, 0.990000, 2.250597
0.600000, 1.497892, 0.985600, 2.250431
0.700000, 1.497827, 0.980400, 2.250235
0.800000, 1.497753, 0.974400, 2.250010
0.900000, 1.497669, 0.967600, 2.249754
1.000000, 1.497574, 0.960000, 2.249468
1.100000, 1.497470, 0.951600, 2.249151
1.200000, 1.497356, 0.942400, 2.248805
1.300000, 1.497232, 0.932400, 2.248429
1.400000, 1.497098, 0.921600, 2.248022
1.500000, 1.496954, 0.910000, 2.247586
1.600000, 1.496800, 0.897600, 2.247119
1.700000, 1.496636, 0.884400, 2.246622
1.800000, 1.496462, 0.870400, 2.246095
1.900000, 1.496279, 0.855600, 2.245538
2.000000, 1.496085, 0.840000, 2.244951
2.100000, 1.495881, 0.823600, 2.244334
2.200000, 1.495668, 0.806400, 2.243687
2.300000, 1.495444, 0.788400, 2.243009
2.400000, 1.495211, 0.769600, 2.242301
2.500000, 1.494967, 0.750000, 2.241564
2.600000, 1.494713, 0.729600, 2.240796
2.700000, 1.494450, 0.708400, 2.239998
2.800000, 1.494176, 0.686400, 2.239170
2.900000, 1.493893, 0.663600, 2.238312
3.000000, 1.493599, 0.640000, 2.237424
3.100000, 1.493296, 0.615600, 2.236505
3.200000, 1.492982, 0.590400, 2.235557
3.300000, 1.492659, 0.564400, 2.234578
3.400000, 1.492325, 0.537600, 2.233570
3.500000, 1.491982, 0.510000, 2.232531
3.600000, 1.491628, 0.481600, 2.231462
3.700000, 1.491264, 0.452400, 2.230363
3.800000, 1.490891, 0.422400, 2.229234
3.900000, 1.490507, 0.391600, 2.228075
4.000000, 1.490113, 0.360000, 2.226885
4.100000, 1.489709, 0.327600, 2.225666
4.200000, 1.489295, 0.294400, 2.224417
4.300000, 1.488871, 0.260400, 2.223137
4.400000, 1.488436, 0.225600, 2.221827
4.500000, 1.487992, 0.190000, 2.220487
4.600000, 1.487537, 0.153600, 2.219117
4.700000, 1.487073, 0.116400, 2.217717
4.800000, 1.486598, 0.078400, 2.216287
4.900000, 1.486113, 0.039600, 2.214827
5.000000, 1.485618, 0.000000, 2.213337
0.000000, 1.498071, 1.000000, 2.250985
0.100000, 1.498066, 0.999600, 2.250970
0.200000, 1.498051, 0.998400, 2.250924
0.300000, 1.498027, 0.996400, 2.250849
0.400000, 1.497992, 0.993600, 2.250744
0.500000, 1.497947, 0.990000, 2.250608
0.600000, 1.497893, 0.985600, 2.250443
0.700000, 1.497828, 0.980400, 2.250247
0.800000, 1.497754, 0.974400, 2.250021
0.900000, 1.497669, 0.967600, 2.249765
1.000000, 1.497575, 0.960000, 2.249479
1.100000, 1.497471, 0.951600, 2.249163
1.200000, 1.497357, 0.942400, 2.248817
1.300000, 1.497233, 0.932400, 2.248440
1.400000, 1.497099, 0.921600, 2.248034
1.500000, 1.496955, 0.910000, 2.247597
1.600000, 1.496801, 0.897600, 2.247130
1.700000, 1.496637, 0.884400, 2.246633
1.800000, 1.496463, 0.870400, 2.246107
1.900000, 1.496279, 0.855600, 2.245549
2.000000, 1.496086, 0.840000, 2.244962
2.100000, 1.495882, 0.823600, 2.244345
2.200000, 1.495669, 0.806400, 2.243698
2.300000, 1.495445, 0.788400, 2.243020
2.400000, 1.495211, 0.769600, 2.242312
2.500000, 1.494968, 0.750000, 2.241575
2.600000, 1.494714, 0.729600, 2.240807
2.700000, 1.494451, 0.708400, 2.240009
2.800000, 1.494177, 0.686400, 2.239181
2.900000, 1.493894, 0.663600, 2.238323
3.000000, 1.493600, 0.640000, 2.237434
3.100000, 1.493297, 0.615600, 2.236516
3.200000, 1.492983, 0.590400, 2.235568
3.300000, 1.492660, 0.564400, 2.234589
3.400000, 1.492326, 0.537600, 2.233580
3.500000, 1.491982, 0.510000, 2.232541
3.600000, 1.491629, 0.481600, 2.231473
3.700000, 1.491265, 0.452400, 2.230373
3.800000, 1.490891, 0.422400, 2.229244
3.900000, 1.490508, 0.391600, 2.228085
4.000000, 1.490114, 0.360000, 2.226896
4.100000, 1.489710, 0.327600, 2.225676
4.200000, 1.489296, 0.294400, 2.224427
4.300000, 1.488871, 0.260400, 2.223147
4.400000, 1.488437, 0.225600, 2.221837
4.500000, 1.487993, 0.190000, 2.220497
4.600000, 1.487538, 0.153600, 2.219127
4.700000, 1.487074, 0.116400, 2.217727
4.800000, 1.486599, 0.078400, 2.216297
4.900000, 1.486114, 0.039600, 2.214837
5.000000, 1.485619, 0.000000, 2.213346
0.000000, 1.498072, 1.000000, 2.250996
0.100000, 1.498067, 0.999600, 2.250981
0.200000, 1.498052, 0.998400, 2.250936
0.300000, 1.498027, 0.996400, 2.250861
0.400000, 1.497993, 0.993600, 2.250755
0.500000, 1.497948, 0.990000, 2.250620
0.600000, 1.497893, 0.985600, 2.250454
0.700000, 1.497829, 0.980400, 2.250258
0.800000, 1.497755, 0.974400, 2.250032
0.900000, 1.497670, 0.967600, 2.249776
1.000000, 1.497576, 0.960000, 2.249490
1.100000, 1.497472, 0.951600, 2.249174
1.200000, 1.497358, 0.942400, 2.248828
1.300000, 1.497234, 0.932400, 2.248452
1.400000, 1.497100, 0.921600, 2.248045
1.500000, 1.496956, 0.910000, 2.247608
1.600000, 1.496802, 0.897600, 2.247142
1.700000, 1.496638, 0.884400, 2.246645
1.800000, 1.496464, 0.870400, 2.246118
1.900000, 1.496280, 0.855600, 2.245561
2.000000, 1.496087, 0.840000, 2.244973
2.100000, 1.495883, 0.823600, 2.244356
2.200000, 1.495669, 0.806400, 2.243709
2.300000, 1.495446, 0.788400, 2.243031
2.400000, 1.495212, 0.769600, 2.242323
2.500000, 1.494969, 0.750000, 2.241586
2.600000, 1.494715, 0.729600, 2.240818
2.700000, 1.494452, 0.708400, 2.240020
2.800000, 1.494178, 0.686400, 2.239192
2.900000, 1.493895, 0.663600, 2.238334
3.000000, 1.493601, 0.640000, 2.237445
3.100000, 1.493298, 0.615600, 2.236527
3.200000, 1.492984, 0.590400, 2.235578
3.300000, 1.492660, 0.564400, 2.234600
3.400000, 1.492327, 0.537600, 2.233591
3.500000, 1.491983, 0.510000, 2.232552
3.600000, 1.491630, 0.481600, 2.231483
3.700000, 1.491266, 0.452400, 2.230384
3.800000, 1.490892, 0.422400, 2.229255
3.900000, 1.490508, 0.391600, 2.228095
4.000000, 1.490114, 0.360000, 2.226906
4.100000, 1.489710, 0.327600, 2.225686
4.200000, 1.489296, 0.294400, 2.224437
4.300000, 1.488872, 0.260400, 2.223157
4.400000, 1.488438, 0.225600, 2.221847
4.500000, 1.487994, 0.190000, 2.220507
4.600000, 1.487539, 0.153600, 2.219137
4.700000, 1.487074, 0.116400, 2.217737
4.800000, 1.486600, 0.078400, 2.216307
4.900000, 1.486115, 0.039600, 2.214846
5.000000, 1.485619, -0.000000, 2.213356
0.000000, 1.498073, 1.000000, 2.251008
0.100000, 1.498068, 0.999600, 2.250992
0.200000, 1.498053, 0.998400, 2.250947
0.300000, 1.498028, 0.996400, 2.250872
0.400000, 1.497994, 0.993600, 2.250767
0.500000, 1.497949, 0.990000, 2.250631
0.600000, 1.497894, 0.985600, 2.250465
0.700000, 1.497830, 0.980400, 2.250270
0.800000, 1.497755, 0.974400, 2.250044
0.900000, 1.497671, 0.967600, 2.249788
1.000000, 1.497577, 0.960000, 2.249502
1.100000, 1.497473, 0.951600, 2.249186
1.200000, 1.497358, 0.942400, 2.248839
1.300000, 1.497234, 0.932400, 2.248463
1.400000, 1.497100, 0.921600, 2.248056
1.500000, 1.496956, 0.910000, 2.247620
1.600000, 1.496803, 0.897600, 2.247153
1.700000, 1.496639, 0.884400, 2.246656
1.800000, 1.496465, 0.870400, 2.246129
1.900000, 1.496281, 0.855600, 2.245572
2.000000, 1.496087, 0.840000, 2.244985
2.100000, 1.495884, 0.823600, 2.244367
2.200000, 1.495670, 0.806400, 2.243720
2.300000, 1.495447, 0.788400, 2.243042
2.400000, 1.495213, 0.769600, 2.242335
2.500000, 1.494969, 0.750000, 2.241597
2.600000, 1.494716, 0.729600, 2.240829
2.700000, 1.494452, 0.708400, 2.240031
2.800000, 1.494179, 0.686400, 2.239203
2.900000, 1.493895, 0.663600, 2.238344
3.000000, 1.493602, 0.640000, 2.237456
3.100000, 1.493298, 0.615600, 2.236538
3.200000, 1.492985, 0.590400, 2.235589
3.300000, 1.492661, 0.564400, 2.234610
3.400000, 1.492328, 0.537600, 2.233601
3.500000, 1.491984, 0.510000, 2.232562
3.600000, 1.491630, 0.481600, 2.231493
3.700000, 1.491267, 0.452400, 2.230394
3.800000, 1.490893, 0.422400, 2.229265
3.900000, 1.490509, 0.391600, 2.228106
4.000000, 1.490115, 0.360000, 2.226916
4.100000, 1.489711, 0.327600, 2.225697
4.200000, 1.489297, 0.294400, 2.224447
4.300000, 1.488873, 0.260400, 2.223167
4.400000, 1.488439, 0.225600, 2.221857
4.500000, 1.487994, 0.190000, 2.220517
4.600000, 1.487540, 0.153600, 2.219147
4.700000, 1.487075, 0.116400, 2.217747
4.800000, 1.486600, 0.078400, 2.216316
4.900000, 1.486115, 0.039600, 2.214856
5.000000, 1.485620, 0.000000, 2.213365
0.000000, 1.498074, 1.000000, 2.251019
0.100000, 1.498069, 0.999600, 2.251004
0.200000, 1.498054, 0.998400, 2.250959
0.300000, 1.498029, 0.996400, 2.250883
0.400000, 1.497994, 0.993600, 2.250778
0.500000, 1.497950, 0.990000, 2.250643
0.600000, 1.497895, 0.985600, 2.250477
0.700000, 1.497831, 0.980400, 2.250281
0.800000, 1.497756, 0.974400, 2.250055
0.900000, 1.497672, 0.967600, 2.249799
1.000000, 1.497578, 0.960000, 2.249513
1.100000, 1.497473, 0.951600, 2.249197
1.200000, 1.497359, 0.942400, 2.248851
1.300000, 1.497235, 0.932400, 2.248474
1.400000, 1.497101, 0.921600, 2.248068
1.500000, 1.496957, 0.910000, 2.247631
1.600000, 1.496803, 0.897600, 2.247164
1.700000, 1.496640, 0.884400, 2.246667
1.800000, 1.496466, 0.870400, 2.246140
1.900000, 1.496282, 0.855600, 2.245583
2.000000, 1.496088, 0.840000, 2.244996
2.100000, 1.495885, 0.823600, 2.244378
2.200000, 1.495671, 0.806400, 2.243731
2.300000, 1.495447, 0.788400, 2.243053
2.400000, 1.495214, 0.769600, 2.242346
2.500000, 1.494970, 0.750000, 2.241608
2.600000, 1.494717, 0.729600, 2.240840
2.700000, 1.494453, 0.708400, 2.240042
2.800000, 1.494180, 0.686400, 2.239213
2.900000, 1.493896, 0.663600, 2.238355
3.000000, 1.493603, 0.640000, 2.237467
3.100000, 1.493299, 0.615600, 2.236548
3.200000, 1.492986, 0.590400, 2.235600
3.300000, 1.492662, 0.564400, 2.234621
3.400000, 1.492329, 0.537600, 2.233612
3.500000, 1.491985, 0.510000, 2.232573
3.600000, 1.491631, 0.481600, 2.231504
3.700000, 1.491268, 0.452400, 2.230405
3.800000, 1.490894, 0.422400, 2.229275
3.900000, 1.490510, 0.391600, 2.228116
4.000000, 1.490116, 0.360000, 2.226926
4.100000, 1.489712, 0.327600, 2.225707
4.200000, 1.489298, 0.294400, 2.224457
4.300000, 1.488874, 0.260400, 2.223177
4.400000, 1.488440, 0.225600, 2.221867
4.500000, 1.487995, 0.190000, 2.220527
4.600000, 1.487541, 0.153600, 2.219157
4.700000, 1.487076, 0.116400, 2.217756
4.800000, 1.486601, 0.078400, 2.216326
4.900000, 1.486116, 0.039600, 2.214865
5.000000, 1.485621, -0.000000, 2.213375
0.000000, 1.498075, 1.000000, 2.251030
0.100000, 1.498070, 0.999600, 2.251015
0.200000, 1.498055, 0.998400, 2.250970
0.300000, 1.498030, 0.996400, 2.250895
0.400000, 1.497995, 0.993600, 2.250790
0.500000, 1.497951, 0.990000, 2.250654
0.600000, 1.497896, 0.985600, 2.250488
0.700000, 1.497832, 0.980400, 2.250293
0.800000, 1.497757, 0.974400, 2.250067
0.900000, 1.497673, 0.967600, 2.249811
1.000000, 1.497578, 0.960000, 2.249525
1.100000, 1.497474, 0.951600, 2.249208
1.200000, 1.497360, 0.942400, 2.248862
1.300000, 1.497236, 0.932400, 2.248486
1.400000, 1.497102, 0.921600, 2.248079
1.500000, 1.496958, 0.910000, 2.247642
1.600000, 1.496804, 0.897600, 2.247175
1.700000, 1.496640, 0.884400, 2.246678
1.800000, 1.496467, 0.870400, 2.246151
1.900000, 1.496283, 0.855600, 2.245594
2.000000, 1.496089, 0.840000, 2.245007
2.100000, 1.495885, 0.823600, 2.244389
2.200000, 1.495672, 0.806400, 2.243742
2.300000, 1.495448, 0.788400, 2.243064
2.400000, 1.495215, 0.769600, 2.242357
2.500000, 1.494971, 0.750000, 2.241619
2.600000, 1.494718, 0.729600, 2.240851
2.700000, 1.494454, 0.708400, 2.240053
2.800000, 1.494181, 0.686400, 2.239224
2.900000, 1.493897, 0.663600, 2.238366
3.000000, 1.493604, 0.640000, 2.237478
3.100000, 1.493300, 0.615600, 2.236559
3.200000, 1.492987, 0.590400, 2.235610
3.300000, 1.492663, 0.564400, 2.234631
3.400000, 1.492329, 0.537600, 2.233623
3.500000, 1.491986, 0.510000, 2.232584
3.600000, 1.491632, 0.481600, 2.231514
3.700000, 1.491268, 0.452400, 2.230415
3.800000, 1.490895, 0.422400, 2.229286
3.900000, 1.490511, 0.391600, 2.228126
4.000000, 1.490117, 0.360000, 2.226937
4.100000, 1.489713, 0.327600, 2.225717
4.200000, 1.489299, 0.294400, 2.224467
4.300000, 1.488875, 0.260400, 2.223187
4.400000, 1.488440, 0.225600, 2.221877
4.500000, 1.487996, 0.190000, 2.220537
4.600000, 1.487541, 0.153600, 2.219167
4.700000, 1.487077, 0.116400, 2.217766
4.800000, 1.486602, 0.078400, 2.216336
4.900000, 1.486117, 0.039600, 2.214875
5.000000, 1.485622, -0.000000, 2.213384
0.000000, 1.498075, 1.000000, 2.251042
0.100000, 1.498071, 0.999600, 2.251027
0.200000, 1.498056, 0.998400, 2.250982
0.300000, 1.498031, 0.996400, 2.250906
0.400000, 1.497996, 0.993600, 2.250801
0.500000, 1.497951, 0.990000, 2.250665
0.600000, 1.497897, 0.985600, 2.250500
0.700000, 1.497832, 0.980400, 2.250304
0.800000, 1.497758, 0.974400, 2.250078
0.900000, 1.497674, 0.967600, 2.249822
1.000000, 1.497579, 0.960000, 2.249536
1.100000, 1.497475, 0.951600, 2.249220
1.200000, 1.497361, 0.942400, 2.248873
1.300000, 1.497237, 0.932400, 2.248497
1.400000, 1.497103, 0.921600, 2.248090
1.500000, 1.496959, 0.910000, 2.247653
1.600000, 1.496805, 0.897600, 2.247187
1.700000, 1.496641, 0.884400, 2.246690
1.800000, 1.496467, 0.870400, 2.246163
1.900000, 1.496284, 0.855600, 2.245605
2.000000, 1.496090, 0.840000, 2.245018
2.100000, 1.495886, 0.823600, 2.244401
2.200000, 1.495673, 0.806400, 2.243753
2.300000, 1.495449, 0.788400, 2.243075
2.400000, 1.495216, 0.769600, 2.242368
2.500000, 1.494972, 0.750000, 2.241630
2.600000, 1.494718, 0.729600, 2.240862
2.700000, 1.494455, 0.708400, 2.240063
2.800000, 1.494181, 0.686400, 2.239235
2.900000, 1.493898, 0.663600, 2.238377
3.000000, 1.493604, 0.640000, 2.237488
3.100000, 1.493301, 0.615600, 2.236570
3.200000, 1.492987, 0.590400, 2.235621
3.300000, 1.492664, 0.564400, 2.234642
3.400000, 1.492330, 0.537600, 2.233633
3.500000, 1.491987, 0.510000, 2.232594
3.600000, 1.491633, 0.481600, 2.231525
3.700000, 1.491269, 0.452400, 2.230425
3.800000, 1.490895, 0.422400, 2.229296
3.900000, 1.490512, 0.391600, 2.228137
4.000000, 1.490118, 0.360000, 2.226947
4.100000, 1.489714, 0.327600, 2.225727
4.200000, 1.489300, 0.294400, 2.224477
4.300000, 1.488875, 0.260400, 2.223197
4.400000, 1.488441, 0.225600, 2.221887
4.500000, 1.487997, 0.190000, 2.220547
4.600000, 1.487542, 0.153600, 2.219176
4.700000, 1.487078, 0.116400, 2.217776
4.800000, 1.486603, 0.078400, 2.216345
4.900000, 1.486118, 0.039600, 2.214885
5.000000, 1.485623, 0.000000, 2.213394
0.000000, 1.498076, 1.000000, 2.251053
0.100000, 1.498071, 0.999600, 2.251038
0.200000, 1.498056, 0.998400, 2.250993
0.300000, 1.498032, 0.996400, 2.250918
0.400000, 1.497997, 0.993600, 2.250812
0.500000, 1.497952, 0.990000, 2.250677
0.600000, 1.497898, 0.985600, 2.250511
0.700000, 1.497833, 0.980400, 2.250315
0.800000, 1.497759, 0.974400, 2.250090
0.900000, 1.497674, 0.967600, 2.249834
1.000000, 1.497580, 0.960000, 2.249547
1.100000, 1.497476, 0.951600, 2.249231
1.200000, 1.497362, 0.942400, 2.248885
1.300000, 1.497238, 0.932400, 2.248508
1.400000, 1.497104, 0.921600, 2.248102
1.500000, 1.496960, 0.910000, 2.247665
1.600000, 1.496806, 0.897600, 2.247198
1.700000, 1.496642, 0.884400, 2.246701
1.800000, 1.496468, 0.870400, 2.246174
1.900000, 1.496285, 0.855600, 2.245617
2.000000, 1.496091, 0.840000, 2.245029
2.100000, 1.495887, 0.823600, 2.244412
2.200000, 1.495674, 0.806400, 2.243764
2.300000, 1.495450, 0.788400, 2.243086
2.400000, 1.495216, 0.769600, 2.242379
2.500000, 1.494973, 0.750000, 2.241641
2.600000, 1.494719, 0.729600, 2.240873
2.700000, 1.494456, 0.708400, 2.240074
2.800000, 1.494182, 0.686400, 2.239246
2.900000, 1.493899, 0.663600, 2.238388
3.000000, 1.493605, 0.640000, 2.237499
3.100000, 1.493302, 0.615600, 2.236580
3.200000, 1.492988, 0.590400, 2.235632
3.300000, 1.492665, 0.564400, 2.234653
3.400000, 1.492331, 0.537600, 2.233644
3.500000, 1.491987, 0.510000, 2.232605
3.600000, 1.491634, 0.481600, 2.231535
3.700000, 1.491270, 0.452400, 2.230436
3.800000, 1.490896, 0.422400, 2.229306
3.900000, 1.490512, 0.391600, 2.228147
4.000000, 1.490118, 0.360000, 2.226957
4.100000, 1.489714, 0.327600, 2.225737
4.200000, 1.489300, 0.294400, 2.224487
4.300000, 1.488876, 0.260400, 2.223207
4.400000, 1.488442, 0.225600, 2.221897
4.500000, 1.487998, 0.190000, 2.220557
4.600000, 1.487543, 0.153600, 2.219186
4.700000, 1.487078, 0.116400, 2.217786
4.800000, 1.486604, 0.078400, 2.216355
4.900000, 1.486119, 0.039600, 2.214894
5.000000, 1.485623, 0.000000, 2.213403
0.000000, 1.498077, 1.000000, 2.251065
0.100000, 1.498072, 0.999600, 2.251050
0.200000, 1.498057, 0.998400, 2.251005
0.300000, 1.498033, 0.996400, 2.250929
0.400000, 1.497998, 0.993600, 2.250824
0.500000, 1.497953, 0.990000, 2.250688
0.600000, 1.497899, 0.985600, 2.250523
0.700000, 1.497834, 0.980400, 2.250327
0.800000, 1.497760, 0.974400, 2.250101
